car_owner;propert_owner;children;type_income;education;marital_status;housing_type;employed_days;mobile_phone;work_phone;phone;email_id;family_members;target
Y;Y;0;Working;Secondary / secondary special;Separated;House / apartment;-1362;1;0;0;0;1;0
Y;Y;0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;365243;1;0;1;0;2;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-1876;1;0;0;0;2;0
N;Y;0;Working;Higher education;Married;House / apartment;-3503;1;0;1;0;2;0
Y;N;0;Working;Higher education;Married;House / apartment;-2265;1;0;1;0;2;0
N;Y;0;State servant;Higher education;Separated;House / apartment;-11389;1;0;1;0;1;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-4146;1;0;0;0;1;0
N;N;1;Working;Secondary / secondary special;Single / not married;House / apartment;-926;1;1;1;0;3;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-5500;1;0;0;1;2;0
N;N;0;Working;Higher education;Married;House / apartment;-5521;1;0;0;0;2;0
N;N;0;Commercial associate;Higher education;Married;House / apartment;-1081;1;0;1;0;2;0
N;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-658;1;0;0;0;1;0
N;N;1;Working;Secondary / secondary special;Civil marriage;With parents;-3695;1;0;0;0;3;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;Rented apartment;-901;1;0;0;0;2;0
N;N;0;Working;Higher education;Separated;House / apartment;-1526;1;0;0;0;1;0
Y;Y;0;Working;Secondary / secondary special;Separated;House / apartment;-1751;1;0;0;0;1;0
Y;Y;1;Working;Higher education;Married;House / apartment;-3663;1;0;0;0;3;0
Y;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-3334;1;1;0;0;1;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3149;1;1;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;1;Working;Secondary / secondary special;Married;House / apartment;-4491;1;0;0;0;3;0
Y;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-1375;1;0;0;1;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Married;Municipal apartment;-1162;1;1;0;0;2;0
Y;Y;1;Commercial associate;Higher education;Married;House / apartment;-183;1;0;0;1;3;0
Y;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-500;1;0;0;0;2;0
Y;Y;2;Commercial associate;Secondary / secondary special;Married;House / apartment;-489;1;0;1;0;4;0
Y;Y;0;Working;Higher education;Married;House / apartment;-2450;1;0;0;1;2;0
N;Y;3;Working;Secondary / secondary special;Married;House / apartment;-1539;1;0;0;0;5;0
N;Y;0;Working;Higher education;Married;House / apartment;-1556;1;0;0;0;2;0
Y;Y;0;Working;Higher education;Married;House / apartment;-7095;1;0;0;0;2;0
Y;N;0;Commercial associate;Incomplete higher;Civil marriage;With parents;-674;1;0;0;0;2;0
Y;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-2605;1;1;1;0;3;0
N;Y;1;Working;Higher education;Married;House / apartment;-1999;1;1;1;0;3;0
N;Y;0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-555;1;0;0;0;1;0
Y;Y;0;Working;Incomplete higher;Married;House / apartment;-4599;1;0;1;0;2;0
Y;N;1;Working;Secondary / secondary special;Civil marriage;House / apartment;-6488;1;1;1;0;3;0
N;Y;0;Working;Secondary / secondary special;Single / not married;With parents;-1054;1;0;0;0;1;0
N;N;2;Working;Secondary / secondary special;Married;With parents;-745;1;0;0;0;4;0
N;N;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
N;Y;0;Pensioner;Higher education;Single / not married;House / apartment;365243;1;0;0;0;1;0
N;Y;3;Commercial associate;Secondary / secondary special;Married;House / apartment;-412;1;1;1;0;5;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3505;1;0;1;0;2;0
N;Y;1;Working;Higher education;Separated;House / apartment;-1585;1;0;0;0;2;0
Y;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1812;1;1;1;0;1;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-6904;1;0;1;0;2;0
N;N;0;Working;Secondary / secondary special;Civil marriage;Rented apartment;-2530;1;0;0;0;2;0
Y;N;1;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-1420;1;0;0;0;3;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-314;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2441;1;0;0;0;2;0
Y;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-11884;1;1;0;0;2;0
N;Y;1;State servant;Higher education;Married;House / apartment;-4520;1;0;0;0;3;0
Y;N;0;State servant;Secondary / secondary special;Married;House / apartment;-460;1;1;1;0;2;0
N;N;0;Working;Higher education;Single / not married;Office apartment;-3289;1;0;0;0;1;0
N;Y;0;Working;Higher education;Married;House / apartment;-1495;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1161;1;0;1;0;2;0
Y;N;0;Working;Higher education;Married;House / apartment;-3504;1;0;1;1;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-3093;1;0;0;0;1;0
N;N;0;Working;Higher education;Married;With parents;-2417;1;1;1;0;2;0
Y;Y;0;Commercial associate;Higher education;Married;House / apartment;-1463;1;0;0;0;2;0
N;Y;1;Working;Secondary / secondary special;Civil marriage;House / apartment;-2554;1;0;0;0;3;0
Y;Y;0;Pensioner;Lower secondary;Married;House / apartment;365243;1;0;1;0;2;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Widow;With parents;-818;1;1;1;0;1;0
Y;Y;1;Commercial associate;Higher education;Civil marriage;House / apartment;-2537;1;0;0;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
N;Y;1;Working;Incomplete higher;Married;House / apartment;-9359;1;0;0;0;3;0
Y;Y;0;Working;Incomplete higher;Married;House / apartment;-1508;1;0;1;0;2;0
Y;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;1;0;2;0
Y;N;0;Commercial associate;Incomplete higher;Separated;House / apartment;-1344;1;0;1;1;1;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-10364;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-4331;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;1;0;1;0
N;N;0;Pensioner;Higher education;Single / not married;House / apartment;365243;1;0;0;0;1;0
Y;N;0;Working;Higher education;Married;House / apartment;-2296;1;1;1;0;2;0
Y;N;2;Working;Secondary / secondary special;Separated;With parents;-1626;1;0;0;0;3;0
Y;N;0;Working;Secondary / secondary special;Separated;House / apartment;-2142;1;0;0;0;1;0
N;Y;0;State servant;Higher education;Married;House / apartment;-3163;1;0;1;0;2;0
Y;N;0;Working;Higher education;Married;House / apartment;-3961;1;1;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-2896;1;0;1;0;1;0
Y;Y;0;Commercial associate;Higher education;Separated;House / apartment;-1185;1;0;0;0;1;0
N;N;2;Working;Secondary / secondary special;Married;With parents;-1670;1;0;0;0;4;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-3670;1;0;0;0;2;0
N;Y;0;Commercial associate;Higher education;Married;House / apartment;-1202;1;1;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-4936;1;1;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Separated;House / apartment;365243;1;0;0;0;1;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-596;1;0;0;0;4;0
N;N;0;State servant;Higher education;Married;House / apartment;-6648;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;365243;1;0;1;0;2;0
Y;Y;1;Commercial associate;Secondary / secondary special;Separated;House / apartment;-747;1;0;0;0;2;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-1741;1;0;1;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;With parents;-1615;1;1;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Separated;House / apartment;-2052;1;0;0;1;1;0
N;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;1;0;2;0
Y;Y;0;Working;Incomplete higher;Married;House / apartment;-1444;1;0;0;0;2;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-2089;1;1;1;0;3;0
N;Y;2;Working;Secondary / secondary special;Married;With parents;-397;1;0;0;0;4;0
N;Y;0;Commercial associate;Higher education;Married;House / apartment;-923;1;1;0;1;2;0
N;Y;0;Working;Higher education;Single / not married;House / apartment;-2592;1;0;1;0;1;0
Y;N;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-2234;1;0;1;0;2;0
Y;N;1;Working;Higher education;Single / not married;House / apartment;-1618;1;0;0;0;2;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-825;1;0;0;0;3;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-2822;1;0;0;0;1;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-923;1;0;1;1;2;0
N;N;0;Commercial associate;Higher education;Single / not married;House / apartment;-1600;1;0;0;0;1;0
N;N;0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-2558;1;0;0;0;1;0
Y;N;1;Working;Secondary / secondary special;Married;House / apartment;-991;1;0;0;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
Y;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;1;0;1;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-2758;1;1;1;0;2;0
N;N;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-2988;1;1;1;1;2;0
N;N;2;State servant;Secondary / secondary special;Married;Office apartment;-2904;1;1;0;0;4;0
Y;Y;0;Working;Higher education;Married;House / apartment;-73;1;0;1;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3366;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3377;1;0;0;0;2;0
N;Y;0;Commercial associate;Higher education;Married;House / apartment;-3902;1;0;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3202;1;1;0;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-671;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-848;1;1;0;0;2;0
Y;Y;1;Working;Higher education;Married;House / apartment;-552;1;0;1;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;365243;1;0;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2559;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2361;1;0;0;0;2;0
Y;Y;0;Working;Higher education;Married;House / apartment;-3854;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1182;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Widow;House / apartment;-2384;1;1;0;0;1;0
Y;Y;0;State servant;Higher education;Married;House / apartment;-8230;1;0;0;0;2;0
Y;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Working;Higher education;Single / not married;Co-op apartment;-531;1;1;1;0;1;0
N;N;1;Working;Higher education;Married;House / apartment;-2493;1;0;0;0;3;0
Y;Y;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-2362;1;1;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-962;1;0;0;0;1;0
N;Y;0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-4034;1;0;0;0;2;0
N;N;1;Working;Secondary / secondary special;Married;House / apartment;-1619;1;1;1;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
N;Y;2;State servant;Higher education;Married;House / apartment;-2143;1;0;0;0;4;0
Y;N;0;Commercial associate;Higher education;Married;House / apartment;-1569;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2393;1;0;0;0;2;0
Y;Y;2;State servant;Higher education;Married;House / apartment;-2565;1;0;0;0;4;0
N;Y;0;Pensioner;Secondary / secondary special;Separated;House / apartment;365243;1;0;1;0;1;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1101;1;1;1;0;1;0
N;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-450;1;0;0;1;1;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-5496;1;1;1;0;4;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2319;1;0;0;0;2;0
N;N;0;Working;Higher education;Married;House / apartment;-2257;1;0;0;0;2;0
N;Y;1;State servant;Secondary / secondary special;Civil marriage;House / apartment;-191;1;0;0;0;3;0
Y;Y;0;Working;Secondary / secondary special;Separated;House / apartment;-1406;1;0;0;0;1;0
Y;Y;0;State servant;Higher education;Married;House / apartment;-3506;1;0;0;0;2;0
Y;N;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-2865;1;1;1;0;3;0
N;N;0;Commercial associate;Incomplete higher;Married;House / apartment;-2339;1;0;1;0;2;0
N;N;2;Working;Secondary / secondary special;Married;House / apartment;-1086;1;0;0;0;4;0
N;Y;0;Commercial associate;Higher education;Single / not married;House / apartment;-2072;1;0;0;0;1;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-7013;1;1;1;0;2;0
N;Y;2;Working;Secondary / secondary special;Separated;House / apartment;-3008;1;1;0;0;3;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-2932;1;0;1;0;3;0
N;Y;0;Working;Incomplete higher;Civil marriage;House / apartment;-1751;1;0;0;0;2;0
Y;Y;2;Commercial associate;Higher education;Married;House / apartment;-565;1;1;0;0;4;0
N;Y;0;Commercial associate;Secondary / secondary special;Single / not married;With parents;-1282;1;0;0;0;1;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-3902;1;1;0;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-3154;1;0;0;0;2;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1539;1;0;0;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1225;1;0;0;0;2;0
N;N;2;Working;Lower secondary;Single / not married;House / apartment;-2333;1;0;0;0;3;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
N;N;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-235;1;0;0;0;3;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-1869;1;0;1;0;2;0
Y;N;0;State servant;Secondary / secondary special;Married;House / apartment;-11940;1;0;1;0;2;0
N;Y;1;State servant;Higher education;Married;House / apartment;-3515;1;0;0;1;3;0
N;Y;0;Working;Secondary / secondary special;Separated;House / apartment;-3291;1;0;0;0;1;0
Y;Y;1;State servant;Secondary / secondary special;Married;House / apartment;-407;1;0;1;1;3;0
Y;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-3246;1;0;0;0;3;0
N;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;1;Commercial associate;Higher education;Married;With parents;-444;1;0;0;0;3;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-226;1;1;1;0;1;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-1923;1;1;1;0;3;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;Municipal apartment;365243;1;0;0;0;2;0
Y;Y;2;Working;Secondary / secondary special;Married;House / apartment;-279;1;1;0;0;4;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-1661;1;1;1;0;2;0
N;N;1;Working;Secondary / secondary special;Married;House / apartment;-1458;1;0;0;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
Y;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-896;1;0;0;0;1;0
N;N;1;Working;Secondary / secondary special;Married;With parents;-1328;1;0;0;0;3;0
N;N;0;Commercial associate;Secondary / secondary special;Separated;Municipal apartment;-670;1;0;0;0;1;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-2533;1;0;0;0;2;0
N;N;0;Working;Higher education;Married;House / apartment;-7400;1;1;1;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-3339;1;0;0;0;1;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-1259;1;1;0;0;2;0
N;N;0;Working;Secondary / secondary special;Single / not married;Municipal apartment;-1866;1;0;1;0;1;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-1570;1;0;0;0;2;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-235;1;0;0;0;2;0
Y;Y;2;Working;Secondary / secondary special;Married;House / apartment;-265;1;0;0;1;4;0
N;N;1;Working;Higher education;Single / not married;House / apartment;-1870;1;0;0;0;2;0
Y;N;2;Working;Secondary / secondary special;Married;House / apartment;-2540;1;1;0;0;4;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-1678;1;0;1;1;3;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2978;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Separated;House / apartment;365243;1;0;1;0;1;0
N;N;3;Working;Secondary / secondary special;Married;House / apartment;-3505;1;1;1;0;5;0
N;N;0;Working;Secondary / secondary special;Separated;House / apartment;-187;1;0;0;0;1;0
Y;Y;0;Commercial associate;Incomplete higher;Married;House / apartment;-477;1;0;0;0;2;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-1436;1;0;0;0;4;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Separated;House / apartment;-1978;1;0;0;1;1;0
N;Y;0;Working;Higher education;Single / not married;House / apartment;-1133;1;0;0;0;1;0
N;N;3;Working;Secondary / secondary special;Married;House / apartment;-3535;1;0;0;0;5;0
N;N;0;State servant;Incomplete higher;Married;House / apartment;-2985;1;0;0;0;2;0
N;N;0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-10758;1;0;0;0;2;0
N;Y;0;Pensioner;Incomplete higher;Separated;House / apartment;365243;1;0;0;0;1;0
N;N;1;Working;Higher education;Married;House / apartment;-6273;1;0;0;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-4288;1;0;0;0;2;0
Y;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1526;1;0;1;0;1;0
N;N;2;Working;Secondary / secondary special;Married;House / apartment;-89;1;1;0;0;4;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-6930;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1807;1;0;0;0;1;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-3143;1;1;1;0;2;0
Y;N;2;Commercial associate;Secondary / secondary special;Married;House / apartment;-3850;1;0;0;0;4;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-1649;1;0;1;0;2;0
N;Y;2;Working;Higher education;Married;House / apartment;-4560;1;1;0;0;4;0
N;N;1;Working;Higher education;Married;House / apartment;-785;1;1;1;0;3;0
N;Y;1;State servant;Incomplete higher;Civil marriage;House / apartment;-3570;1;0;1;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-2349;1;1;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-777;1;1;1;0;2;0
N;N;0;Working;Secondary / secondary special;Married;Municipal apartment;-11451;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-412;1;1;0;0;1;0
N;N;1;Working;Secondary / secondary special;Separated;House / apartment;-742;1;1;1;0;2;0
N;Y;2;Working;Higher education;Married;House / apartment;-5950;1;0;0;0;4;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-464;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-385;1;0;0;1;1;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-2475;1;0;0;0;2;0
N;Y;0;State servant;Secondary / secondary special;Married;House / apartment;-3694;1;0;0;1;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2051;1;0;0;0;2;0
N;Y;0;Commercial associate;Higher education;Married;House / apartment;-808;1;1;0;1;2;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-3607;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-2454;1;0;1;0;1;0
N;N;2;Working;Higher education;Married;With parents;-7614;1;1;1;0;4;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-1070;1;0;0;1;3;0
N;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;0;0;1;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-1107;1;1;1;0;3;0
Y;Y;0;Working;Higher education;Married;House / apartment;-2796;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-642;1;0;0;0;2;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;Rented apartment;-2654;1;0;0;0;2;0
Y;Y;1;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-1436;1;0;0;0;2;0
N;Y;0;Working;Higher education;Married;House / apartment;-4004;1;0;0;0;2;0
N;Y;1;Working;Higher education;Married;House / apartment;-2207;1;0;1;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;0;Commercial associate;Higher education;Single / not married;House / apartment;-3680;1;1;1;0;1;0
Y;Y;1;State servant;Higher education;Married;House / apartment;-4917;1;0;0;0;3;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-5622;1;0;1;0;2;0
N;Y;2;Commercial associate;Secondary / secondary special;Married;House / apartment;-716;1;0;0;0;4;0
Y;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;1;Commercial associate;Higher education;Married;House / apartment;-1466;1;0;0;1;3;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1359;1;0;0;1;2;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-313;1;1;0;0;3;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-1753;1;0;1;0;3;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-5830;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-1677;1;0;0;0;3;0
Y;N;0;Working;Incomplete higher;Single / not married;House / apartment;-3078;1;1;0;0;1;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-3061;1;0;0;0;1;0
N;Y;0;Pensioner;Secondary / secondary special;Separated;House / apartment;365243;1;0;0;0;1;0
N;Y;0;Working;Higher education;Married;House / apartment;-187;1;0;0;1;2;0
N;Y;1;Working;Secondary / secondary special;Separated;Municipal apartment;-625;1;0;0;0;2;0
N;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;1;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1381;1;0;1;0;1;0
Y;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-308;1;0;0;0;1;0
Y;Y;0;Commercial associate;Higher education;Single / not married;House / apartment;-932;1;0;0;1;1;0
N;Y;0;State servant;Secondary / secondary special;Single / not married;House / apartment;-5437;1;0;0;0;1;0
N;Y;0;Commercial associate;Higher education;Married;House / apartment;-218;1;0;0;0;2;0
Y;N;2;State servant;Higher education;Married;With parents;-1539;1;0;0;0;4;0
Y;N;0;Working;Secondary / secondary special;Married;With parents;-3195;1;1;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Widow;House / apartment;-2057;1;0;0;0;1;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1198;1;0;1;0;2;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-1473;1;1;1;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;0;Working;Higher education;Single / not married;House / apartment;-5483;1;1;1;0;1;0
N;Y;0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-704;1;1;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-12870;1;1;1;0;2;0
Y;Y;0;Working;Lower secondary;Married;House / apartment;-622;1;0;1;0;2;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;Rented apartment;-5373;1;0;0;0;1;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-7128;1;0;0;0;2;0
N;N;1;Working;Higher education;Married;House / apartment;-469;1;1;1;0;3;0
Y;Y;1;State servant;Higher education;Married;House / apartment;-2255;1;0;1;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-5345;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-3574;1;0;0;0;1;0
N;Y;0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-2441;1;0;0;0;1;0
N;Y;0;State servant;Higher education;Married;House / apartment;-164;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-6226;1;0;0;0;2;0
Y;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-6678;1;1;0;0;2;0
N;Y;0;Working;Higher education;Married;With parents;-825;1;0;0;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Civil marriage;Municipal apartment;-2024;1;1;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-890;1;0;0;0;2;0
N;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-6075;1;0;1;0;3;0
